,Pk_ID,Match_No,Game,POINT,Shot_no,Played_by,Shot,Placement,SCORE,LUCKY,TIMEOUT,SetWonby,ErrorType,Player_A_Name,Player_B_Name,Date,AttackingNonAttacking,AttackingNonAttacking_New,Combination_field,BinaryofAttackShot,POINT_AttackCombination,AttackedFirst,SERVICE_BY,RECEIVE,WINNER_SHOT_BY,MISSED_SHOT_BY,MissedType,WON_BY,Lost_BY,SCOREA,SCOREB,shots1_3,shots2_4,Last3shots,LastAnd3rdLast,LastAnd3rdLast_Placement,Second_Last_Shot,Last_Shot,Third_Last_Shot,First_Shot,Second_Shot,pointon2ndshot,pointon3rdshot,pointon4thshot,Point2ServiceByName,Point2Shot,Point2placement,Point3RerviceByName,Point3Shot,Point3placement,Serve_Place,Second_Last_placement,Second_Last_Reverse_Placement,WinnerShot,Unconditional,Conditional,WinType,Loston4th_1stshot,Loston4th_2ndshot,Loston4th_3rdshot,Loston4th_4thshot,Errorplacement,PlayerType,PlacementR_L,ErrorPlacementR_L,PlayingStyle,RubberCombination,Opponent,Opponent_Player_Type,Fourth_Last_Second_Last_Placement,Movement,Movement_new,PlayerAType,PlayerBType,Placement_A_B,X,Y,WinnerShotGTL,Gender,World_Rank,Reverse_Placement,Reverse_Row_ID,PLAYERA_ID,PLAYERB_ID,primary_key,ProcessStatus,ProcessMessage,ProcessDatetime,DataSource,ShotCodeIds,DataLock,UploadId,MatchType
214,10512,3,1,5,0,Wesley,FH-SBL,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-1-5,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLA_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73495,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
215,10513,3,1,6,0,Wesley,FH-SBS,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-1-6,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLA_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73496,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
216,10514,3,1,7,0,Manush,FH-BSS,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-1-7,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLB_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73497,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
217,10515,3,1,8,0,Manush,FH-SSS,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-1-8,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLB_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73498,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
218,10516,3,1,9,0,Wesley,FH-SBS,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-1-9,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLA_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73499,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
219,10517,3,1,10,0,Wesley,FH-SBL,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-1-10,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLA_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73500,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
220,10518,3,1,11,0,Manush,FH-NSS,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-1-11,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLB_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73501,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
221,10519,3,1,12,0,Manush,FH-BSS,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-1-12,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLB_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73502,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
222,10520,3,1,13,0,Wesley,FH-TMH,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-1-13,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLA_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73503,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
223,10521,3,1,14,0,Wesley,FH-TMH,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-1-14,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLA_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73504,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
224,10522,3,1,15,0,Manush,SH-BSS,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-1-15,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLB_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73505,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
225,10523,3,1,16,0,Manush,FH-SM,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-1-16,0,1,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLB_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73506,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
226,10524,3,1,17,0,Wesley,FH-SBS,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-1-17,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLA_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73507,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
227,10525,3,1,18,0,Wesley,FH-RBSS,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-1-18,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLA_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73508,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
228,10526,3,1,19,0,Manush,FH-BSL,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-1-19,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLB_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73509,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
229,10527,3,2,1,0,Manush,SH-BSS,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-2-1,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLB_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73510,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
230,10528,3,2,2,0,Manush,FH-BSS,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-2-2,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLB_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73511,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
231,10529,3,2,3,0,Wesley,FH-SBS,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-2-3,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLA_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73512,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
232,10530,3,2,4,0,Wesley,BH-NSL,CL,,,,,,Wesley,Manush,2018-09-28,,,3-2-4,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLA_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73513,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
233,10531,3,2,5,0,Manush,FH-BSS,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-2-5,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLB_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73514,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
234,10532,3,2,6,0,Manush,FH-BSSO,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-2-6,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLB_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73515,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
235,10533,3,2,7,0,Wesley,FH-SBS,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-2-7,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLA_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73516,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
236,10534,3,2,8,0,Wesley,FH-RBSS,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-2-8,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLA_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73517,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
237,10535,3,2,9,0,Manush,FH-BSS,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-2-9,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLB_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73518,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
238,10536,3,2,10,0,Manush,FH-SSL,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-2-10,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLB_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73519,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
239,10537,3,2,11,0,Wesley,FH-RBSS,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-2-11,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLA_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73520,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
240,10538,3,2,12,0,Wesley,FH-RBSS,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-2-12,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLA_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73521,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
241,10539,3,2,13,0,Manush,SH-OS,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-2-13,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLB_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73522,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
242,10540,3,2,14,0,Manush,FH-SSS,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-2-14,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLB_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73523,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
243,10541,3,2,15,0,Wesley,FH-SBS,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-2-15,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLA_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73524,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
244,10542,3,2,16,0,Wesley,FH-SBL,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-2-16,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLA_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73525,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
245,10543,3,2,17,0,Manush,FH-BSL,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-2-17,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLB_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73526,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
246,10544,3,2,18,0,Manush,FH-RSSO,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-2-18,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLB_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73527,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
247,10545,3,2,19,0,Wesley,FH-BSS,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-2-19,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLA_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73528,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
248,10546,3,3,1,0,Wesley,FH-BSS,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-3-1,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLA_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73529,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
249,10547,3,3,2,0,Wesley,FH-RBSS,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-3-2,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLA_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73530,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
250,10548,3,3,3,0,Manush,FH-BSL,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-3-3,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLB_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73531,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
251,10549,3,3,4,0,Manush,SH-NSS,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-3-4,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLB_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73532,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
252,10550,3,3,5,0,Wesley,FH-RBSS,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-3-5,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLA_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73533,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
253,10551,3,3,6,0,Wesley,FH-BSS,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-3-6,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLA_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73534,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
254,10552,3,3,7,0,Manush,SH-OL,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-3-7,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLB_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73535,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
255,10553,3,3,8,0,Manush,FH-BSS,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-3-8,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLB_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73536,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
256,10554,3,3,9,0,Wesley,SE,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-3-9,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLA_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73537,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
257,10555,3,3,10,0,Wesley,FH-RBSS,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-3-10,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLA_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73538,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
258,10556,3,3,11,0,Manush,FH-BSL,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-3-11,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLB_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73539,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
259,10557,3,3,12,0,Manush,SH-OS,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-3-12,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLB_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73540,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
260,10558,3,3,13,0,Wesley,FH-BSS,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-3-13,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLA_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73541,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
261,10559,3,3,14,0,Wesley,FH-SBS,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-3-14,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLA_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73542,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
262,10560,3,3,15,0,Manush,FH-SBS,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-3-15,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLB_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73543,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
263,10561,3,3,16,0,Manush,FH-SBS,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-3-16,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLB_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73544,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
264,10562,3,3,17,0,Wesley,FH-RBSL,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-3-17,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLA_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73545,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
265,10563,3,3,18,0,Wesley,FH-SSL,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-3-18,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLA_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73546,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
266,10564,3,3,19,0,Manush,FH-NSL,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-3-19,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLB_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73547,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
267,10565,3,3,20,0,Manush,FH-SSL,BHL,,,,,,Wesley,Manush,2018-09-28,,,3-3-20,0,0,,,,,,,,,99,99,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FHLB_0,0,0,,,,,0,SPO_TT_2,SPO_TT_13,73548,1,Data Process successfully,2019-10-31 08:18:50.400,,,,,
